sf|cc|mf|ld|ci|bu|rn|Field|Short|Medium|Long|mh
0|0|0|0|1|0|0|RAILROAD_SIDING|N||No|0
0|0|0|0|1|0|0|RAILROAD_SIDING|U||Unknown|0
0|0|0|0|1|0|0|RAILROAD_SIDING|Y||Yes|0
0|0|0|0|0|1|0|REAL_ESTATE_INCLD|N||No|0
0|0|0|0|0|1|0|REAL_ESTATE_INCLD|U||Unknown|0
0|0|0|0|0|1|0|REAL_ESTATE_INCLD|Y||Yes|0
0|0|0|0|0|1|0|REASON_FOR_SELL|A||Retirement|0
0|0|0|0|0|1|0|REASON_FOR_SELL|B||Personal|0
0|0|0|0|0|1|0|REASON_FOR_SELL|C||Relocation|0
0|0|0|0|0|1|0|REASON_FOR_SELL|D||Consolidating|0
0|0|0|0|0|1|0|REASON_FOR_SELL|E||Health|0
0|0|0|0|0|1|0|REASON_FOR_SELL|F||Other (See Remarks)|0
0|0|0|0|0|0|1|REFERENCES_REQD|N||No|0
0|0|0|0|0|0|1|REFERENCES_REQD|Y||Yes|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|1||Security|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|2||Valet Parking|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|A||Heat|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|B||Hot Water|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|C||Electric|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|D||Gas|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|E||Water|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|F||Sewerage Disposal|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|G||Refuse Removal|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|H||Snow Removal|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|I||Recreational Facilities|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|J||Grounds Maintenance|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|K||Tennis Court|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|L||Swimming Pool|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|M||Extra Storage|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|N||Dock/Mooring|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|O||Beach Rights|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|P||Garden Area|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|Q||Playground|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|R||Cable TV|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|S||Occupancy Only|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|T||Other (See Remarks)|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|U||Furnishings (See Remarks)|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|V||Air Conditioning|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|W||Clubroom|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|X||Laundry Facilities|0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|Y||Parking |0
0|0|0|0|0|0|1|RENT_FEE_INCLUDES|Z||Paddle Tennis|0
0|0|0|0|0|0|1|RENTAL_TERMS|A||Lease|0
0|0|0|0|0|0|1|RENTAL_TERMS|B||Tenant at Will|0
0|0|0|0|0|0|1|RENTAL_TERMS|C||Short Term|0
0|0|0|0|0|0|1|RENTAL_TERMS|D||Lease Option|0
0|0|0|0|0|0|1|RENTAL_TERMS|E||Other (See Remarks)|0
1|0|0|1|0|0|0|REQD_OWN_ASSOCIATION|N||No|1
1|0|0|1|0|0|0|REQD_OWN_ASSOCIATION|U||Unknown|1
1|0|0|1|0|0|0|REQD_OWN_ASSOCIATION|Y||Yes|1
0|1|0|0|0|0|0|RESTRICTIONS|A||Adult Community|0
0|0|0|0|0|0|0|RESTRICTIONS|B||No Pets|0
0|1|0|0|0|0|0|RESTRICTIONS|C||Rentals|0
0|1|0|0|0|0|0|RESTRICTIONS|D||RV/Boat/Trailer|0
0|1|0|0|0|0|0|RESTRICTIONS|E||Other (See Remarks)|0
0|0|1|0|0|0|0|RMS|A||Living Room|0
0|0|1|0|0|0|0|RMS|B||Dining Room|0
0|0|1|0|0|0|0|RMS|C||Kitchen|0
0|0|1|0|0|0|0|RMS|D||Family Room|0
0|0|1|0|0|0|0|RMS|E||Laundry|0
0|0|1|0|0|0|0|RMS|F||Other (See Remarks)|0
0|0|1|0|0|0|0|RMS|G||Living RM/Dining RM Combo|0
0|0|1|0|0|0|0|RMS|H||Loft|0
0|0|1|0|0|0|0|RMS|I||Mudroom|0
0|0|1|0|0|0|0|RMS|J||Office/Den|0
0|0|1|0|0|0|0|RMS|K||Sunroom|0
0|0|0|0|0|0|1|RN_TYPE|A||Single Family|0
0|0|0|0|0|0|1|RN_TYPE|B||Attached (Townhouse/Rowhouse/Duplex)|0
0|0|0|0|0|0|1|RN_TYPE|C||Condominium|0
0|0|0|0|0|0|1|RN_TYPE|D||Apartment|0
0|0|0|0|0|0|1|RN_TYPE|E||Mobile Home|0
0|0|0|0|0|0|1|RN_TYPE|F||Farm|0
0|0|1|0|0|0|0|RNT|A||Heat|0
0|0|1|0|0|0|0|RNT|B||Electric|0
0|0|1|0|0|0|0|RNT|C||Gas|0
0|0|1|0|0|0|0|RNT|D||Water|0
0|0|1|0|0|0|0|RNT|E||Hot Water|0
0|0|1|0|0|0|0|RNT|F||Other (See Remarks)|0
0|0|1|0|0|0|0|RNT|G||None|0
1|0|1|1|0|0|0|ROAD_TYPE|A||Public|1
1|0|1|1|0|0|0|ROAD_TYPE|B||Private|1
1|0|1|1|0|0|0|ROAD_TYPE|C||Paved|1
1|0|1|1|0|0|0|ROAD_TYPE|D||Unpaved|1
1|0|1|1|0|0|0|ROAD_TYPE|E||Publicly Maint.|1
1|0|1|1|0|0|0|ROAD_TYPE|F||Privately Maint.|1
1|0|1|1|0|0|0|ROAD_TYPE|G||Cul-De-Sac|1
1|0|1|1|0|0|0|ROAD_TYPE|H||Dead End|1
1|0|1|1|0|0|0|ROAD_TYPE|I||Sidewalk|1
1|0|1|1|0|0|0|ROAD_TYPE|J||Paper Road|1
0|0|0|1|0|0|0|ROAD_TYPE|K||County Road|0
0|0|0|1|0|0|0|ROAD_TYPE|L||City Street|0
0|0|0|1|0|0|0|ROAD_TYPE|M||State Road|0
0|0|0|1|0|0|0|ROAD_TYPE|N||U.S. Highway|0
0|0|0|1|0|0|0|ROAD_TYPE|O||Other (See Remarks)|0
0|0|0|1|0|0|0|ROAD_TYPE|P||None|0
0|0|0|0|1|0|0|ROOF_MATERIAL|1||Wood shingles|0
0|0|0|0|1|0|0|ROOF_MATERIAL|2||Tile|0
0|0|0|0|1|0|0|ROOF_MATERIAL|A||Aluminum|0
1|1|1|0|0|0|0|ROOF_MATERIAL|A||Asphalt/Fiberglass Shingles|1
0|0|0|0|1|0|0|ROOF_MATERIAL|B||Membrane|0
1|1|1|0|0|0|0|ROOF_MATERIAL|B||Wood Shingles|1
0|0|0|0|1|0|0|ROOF_MATERIAL|C||Combination|0
1|1|1|0|0|0|0|ROOF_MATERIAL|C||Tile|1
0|0|0|0|1|0|0|ROOF_MATERIAL|D||Shingle|0
1|1|1|0|0|0|0|ROOF_MATERIAL|D||Slate|1
1|1|1|0|1|0|0|ROOF_MATERIAL|E||Tar & Gravel|1
0|0|0|0|1|0|0|ROOF_MATERIAL|F||Other (See Remarks)|0
1|1|1|0|0|0|0|ROOF_MATERIAL|F||Shake|1
1|1|1|0|0|0|0|ROOF_MATERIAL|G||Rubber|1
1|1|1|0|0|0|0|ROOF_MATERIAL|H||Other (See Remarks)|1
1|1|1|0|0|0|0|ROOF_MATERIAL|I||Metal|1
1|1|1|0|1|0|0|ROOF_MATERIAL|J||Asphalt/Composition Shingles|1
1|1|1|0|1|0|0|ROOF_MATERIAL|K||Clay|1
1|1|1|0|1|0|0|ROOF_MATERIAL|L||Living|1
1|1|1|0|1|0|0|ROOF_MATERIAL|M||Metal Roofing (Recycled)|1
1|1|1|0|1|0|0|ROOF_MATERIAL|N||Radiant Roof Barriers|1
1|1|1|0|1|0|0|ROOF_MATERIAL|O||Teme - Coated - Stainless|1
1|1|1|0|1|0|0|ROOF_MATERIAL|P||Vegetation/Garden|1
0|0|0|0|1|0|0|ROOF_MATERIAL|Q||Asphalt/Fiberglass Shingles|0
0|0|0|0|1|0|0|ROOF_MATERIAL|R||Bitumen|0
0|0|0|0|1|0|0|ROOF_MATERIAL|S||Channel|0
0|0|0|0|1|0|0|ROOF_MATERIAL|T||Composition|0
0|0|0|0|1|0|0|ROOF_MATERIAL|U||Metal |0
1|1|1|0|1|0|0|ROOF_MATERIAL|V||Reflective Roofing-ENERGY STAR|1
0|0|0|0|1|0|0|ROOF_MATERIAL|W||Rolled|0
0|0|0|0|1|0|0|ROOF_MATERIAL|X||Rubber|0
0|0|0|0|1|0|0|ROOF_MATERIAL|Y||Shake|0
0|0|0|0|1|0|0|ROOF_MATERIAL|Z||Slate|0
1|1|0|0|0|0|1|ROOM|||Stove Water Spigot|1
1|1|0|0|0|0|1|ROOM|1||Flooring - Laminate|1
1|1|0|0|0|0|1|ROOM|10||Attic Access|1
1|1|0|0|0|0|1|ROOM|11||Balcony - Exterior|1
1|1|0|0|0|0|1|ROOM|12||Bathroom - 1/4|1
1|1|0|0|0|0|1|ROOM|13||Bathroom - 3/4|1
1|1|0|0|0|0|1|ROOM|14||Bathroom - Double Vanity/Sink|1
1|1|0|0|0|0|1|ROOM|15||Bidet|1
1|1|0|0|0|0|1|ROOM|16||Low Flow Toilet|1
1|1|0|0|0|0|1|ROOM|17||Enclosed Shower -  Fiberglass|1
1|1|0|0|0|0|1|ROOM|18||Enclosed Shower -  Plastic|1
1|1|0|0|0|0|1|ROOM|19||Bathroom - Tiled  With Shower Stall|1
1|1|0|0|0|0|1|ROOM|2||Main Level|1
1|1|0|0|0|0|1|ROOM|20||Bathroom - Tiled With Tub|1
1|1|0|0|0|0|1|ROOM|21||Bathroom - Tiled With Tub & Shower|1
1|1|0|0|0|0|1|ROOM|22||Bathroom - With Shower Stall|1
1|1|0|0|0|0|1|ROOM|23||Bathroom - With Tub|1
1|1|0|0|0|0|1|ROOM|24||Bathroom - With Tub & Shower|1
1|1|0|0|0|0|1|ROOM|25||Breakfast Bar / Nook|1
1|1|0|0|0|0|1|ROOM|26||Cabinets - Upgraded|1
1|1|0|0|0|0|1|ROOM|27||Cable Hookup|1
1|1|0|0|0|0|1|ROOM|28||Ceiling - Beamed|1
1|1|0|0|0|0|1|ROOM|29||Ceiling - Coffered|1
1|1|0|0|0|0|1|ROOM|3||Flooring - Marble|1
1|1|0|0|0|0|1|ROOM|30||Chair Rail|1
1|1|0|0|0|0|1|ROOM|31||Countertops - Corian|1
1|1|0|0|0|0|1|ROOM|32||Countertops - Paper Based|1
1|1|0|0|0|0|1|ROOM|33||Countertops - Upgraded|1
1|1|0|0|0|0|1|ROOM|34||Country Kitchen|1
1|1|0|0|0|0|1|ROOM|35||Deck - Exterior|1
1|1|0|0|0|0|1|ROOM|36||Double Vanity|1
1|1|0|0|0|0|1|ROOM|37||Dressing Room|1
1|1|0|0|0|0|1|ROOM|38||Dryer Hookup - Dual|1
1|1|0|0|0|0|1|ROOM|39||Dryer Hookup - Electric|1
1|1|0|0|0|0|1|ROOM|4||Window(s) - Picture|1
1|1|0|0|0|0|1|ROOM|40||Dryer Hookup - Gas|1
1|1|0|0|0|0|1|ROOM|41||Exterior Access|1
1|1|0|0|0|0|1|ROOM|42||High Speed Internet Hookup|1
1|1|0|0|0|0|1|ROOM|43||Laundry Chute|1
1|1|0|0|0|0|1|ROOM|44||Open Floor Plan|1
1|1|0|0|0|0|1|ROOM|45||Paints & Finishes - Low VOC|1
1|1|0|0|0|0|1|ROOM|46||Paints & Finishes - Zero VOC|1
1|1|0|0|0|0|1|ROOM|47||Recessed Lighting|1
1|1|0|0|0|0|1|ROOM|48||Remodeled|1
1|1|0|0|0|0|1|ROOM|49||Second Dishwasher|1
1|1|0|0|0|0|1|ROOM|5||Kitchen Island|1
1|1|0|0|0|0|1|ROOM|50||Slider|1
1|1|0|0|0|0|1|ROOM|51||Stainless Steel Appliances|1
1|1|0|0|0|0|1|ROOM|52||Steam / Sauna|1
1|1|0|0|0|0|1|ROOM|53||Pot Filler Faucet|1
1|1|0|0|0|0|1|ROOM|54||Sunken|1
1|1|0|0|0|0|1|ROOM|55||Wainscoting|1
1|1|0|0|0|0|1|ROOM|56||Walk-in Storage|1
1|1|0|0|0|0|1|ROOM|57||Washer Hookup|1
1|1|0|0|0|0|1|ROOM|58||Window(s) - Stained Glass|1
1|1|0|0|0|0|1|ROOM|59||Wine Chiller|1
1|1|0|0|0|0|1|ROOM|6||Jacuzzi / Whirlpool Soaking Tub|1
1|1|0|0|0|0|1|ROOM|7||Flooring - Vinyl|1
1|1|0|0|0|0|1|ROOM|8||Wet bar|1
1|1|0|0|0|0|1|ROOM|9||Flooring - Wood|1
1|1|0|0|0|0|1|ROOM|A||Bathroom - Full|1
1|1|0|0|0|0|1|ROOM|B||Bathroom - Half|1
1|1|0|0|0|0|1|ROOM|C||Fireplace|1
1|1|0|0|0|0|1|ROOM|D||Wood / Coal / Pellet Stove|1
1|1|0|0|0|0|1|ROOM|E||Skylight|1
1|1|0|0|0|0|1|ROOM|F||Ceiling - Cathedral|1
1|1|0|0|0|0|1|ROOM|G||Ceiling Fan(s)|1
1|1|0|0|0|0|1|ROOM|H||Closet - Linen|1
1|1|0|0|0|0|1|ROOM|I||Closet - Walk-in|1
1|1|0|0|0|0|1|ROOM|J||Closet - Cedar|1
1|1|0|0|0|0|1|ROOM|K||Flooring - Hardwood|1
1|1|0|0|0|0|1|ROOM|L||Flooring - Stone/Ceramic Tile|1
1|1|0|0|0|0|1|ROOM|M||Flooring - Wall to Wall Carpet|1
1|1|0|0|0|0|1|ROOM|N||Window(s) - Bay/Bow/Box|1
1|1|0|0|0|0|1|ROOM|O||Dining Area|1
1|1|0|0|0|0|1|ROOM|P||Balcony / Deck|1
1|1|0|0|0|0|1|ROOM|Q||Balcony - Interior|1
1|1|0|0|0|0|1|ROOM|R||Hot Tub / Spa|1
1|1|0|0|0|0|1|ROOM|T||Pantry|1
1|1|0|0|0|0|1|ROOM|U||Countertops - Stone/Granite/Solid|1
1|1|0|0|0|0|1|ROOM|V||Closet|1
1|1|0|0|0|0|1|ROOM|W||Closet/Cabinets - Custom Built|1
1|1|0|0|0|0|1|ROOM|X||French Doors|1
1|1|0|0|0|0|1|ROOM|Y||Handicap Accessible|1
1|1|0|0|0|0|1|ROOM|Z||Handicap Equipped|1
1|1|0|0|0|0|1|ROOM_LEVEL|1||First Floor|1
1|1|0|0|0|0|1|ROOM_LEVEL|2||Second Floor|1
1|1|0|0|0|0|1|ROOM_LEVEL|3||Third Floor|1
1|1|0|0|0|0|1|ROOM_LEVEL|4||Fourth Floor|1
1|1|0|0|0|0|1|ROOM_LEVEL|B||Basement|1
1|1|0|0|0|0|1|ROOM_NAME|1QB||1/4 Bath|1
1|1|0|0|0|0|1|ROOM_NAME|3QB||3/4 Bath|1
1|1|0|0|0|0|1|ROOM_NAME|APT||Accessory Apt.|1
1|1|0|0|0|0|1|ROOM_NAME|BED||Bedroom|1
1|1|0|0|0|0|1|ROOM_NAME|BNS||Bonus Room|1
1|1|0|0|0|0|1|ROOM_NAME|BTH||Bathroom|1
1|1|0|0|0|0|1|ROOM_NAME|CHL||Center Hall|1
1|1|0|0|0|0|1|ROOM_NAME|DEN||Den|1
1|1|0|0|0|0|1|ROOM_NAME|EHL||Entry Hall|0
1|1|0|0|0|0|1|ROOM_NAME|EXC||Exercise Room|1
1|1|0|0|0|0|1|ROOM_NAME|FOY||Foyer|1
1|1|0|0|0|0|1|ROOM_NAME|GAL||Gallery|1
1|1|0|0|0|0|1|ROOM_NAME|GRH||Green House|1
1|1|0|0|0|0|1|ROOM_NAME|GRM||Game Room|1
1|1|0|0|0|0|1|ROOM_NAME|GRT||Great Room|1
1|1|0|0|0|0|1|ROOM_NAME|HLP||Live-in Help Quarters|0
1|1|0|0|0|0|1|ROOM_NAME|HMO||Home Office|1
1|1|0|0|0|0|1|ROOM_NAME|HMS||Home Office-Separate Entry|0
1|1|0|0|0|0|1|ROOM_NAME|KIT||Kitchen|1
1|1|0|0|0|0|1|ROOM_NAME|LAW||Inlaw Apt.|1
1|1|0|0|0|0|1|ROOM_NAME|LDC||Living/Dining Rm Combo|1
1|1|0|0|0|0|1|ROOM_NAME|LIB||Library|1
1|1|0|0|0|0|1|ROOM_NAME|LOF||Loft|1
1|1|0|0|0|0|1|ROOM_NAME|MED||Media Room|1
1|1|0|0|0|0|1|ROOM_NAME|MUD||Mud Room|1
1|1|0|0|0|0|1|ROOM_NAME|NUR||Nursery|1
1|1|0|0|0|0|1|ROOM_NAME|OFC||Office|1
1|1|0|0|0|0|1|ROOM_NAME|OTH||Other|1
1|1|0|0|0|0|1|ROOM_NAME|PLY||Play Room|1
1|1|0|0|0|0|1|ROOM_NAME|SIT||Sitting Room|1
1|1|0|0|0|0|1|ROOM_NAME|SMB||Second Master Bedroom|1
1|1|0|0|0|0|1|ROOM_NAME|STU||Study|1
1|1|0|0|0|0|1|ROOM_NAME|SUN||Sun Room|1
1|1|0|0|0|0|1|ROOM_NAME|VES||Vestibule|1
1|1|0|0|0|0|1|ROOM_NAME|WIN||Wine Cellar|0
1|1|0|0|0|0|1|ROOM_NAME|WRK||Workshop|1
0|0|0|1|0|0|0|SEWER|A||Private|0
1|1|1|0|0|0|0|SEWER|A||City/Town Sewer|1
1|1|1|0|0|0|0|SEWER|B||Inspection Required for Sale|1
0|0|0|1|0|0|0|SEWER|B||Public|0
0|0|0|1|0|0|0|SEWER|C||On-Site|0
1|1|1|0|0|0|0|SEWER|C||Private Sewerage|1
1|1|0|0|0|0|0|SEWER|D||Pumice Wick|1
0|0|0|1|0|0|0|SEWER|D||At Street|0
0|0|0|1|0|0|0|SEWER|E||Nearby|0
1|1|0|0|0|0|0|SEWER|E||Rock/Reed|1
1|1|1|0|0|0|0|SEWER|F||Other (See Remarks)|1
0|0|0|1|0|0|0|SEWER|F||Other (See Remarks)|0
1|1|1|0|0|0|0|SEWER_AND_WATER|A||City/Town Water|1
1|1|1|0|0|0|0|SEWER_AND_WATER|B||Private Water|1
1|1|1|0|0|0|0|SEWER_AND_WATER|C||Shared Well|1
1|1|1|0|0|0|0|SEWER_AND_WATER|D||Community Well|1
1|1|1|0|0|0|0|SEWER_AND_WATER|E||City/Town Sewer|1
1|1|1|0|0|0|0|SEWER_AND_WATER|F||Private Sewerage|1
1|1|1|0|0|0|0|SEWER_AND_WATER|G||Inspection Required for Sale|1
0|1|1|0|0|0|0|SEWER_AND_WATER|H||Individual Meter|0
1|0|0|0|0|0|0|SEWER_AND_WATER|H||Other (See Remarks)|1
0|1|1|0|0|0|0|SEWER_AND_WATER|I||Other (See Remarks)|0
1|1|0|0|0|0|0|SEWER_AND_WATER|J||Pumice Wick|1
0|1|0|0|0|0|0|SEWER_AND_WATER|K||Individual Well|1
1|1|0|0|0|0|0|SEWER_AND_WATER|L||Rain Water|1
1|1|0|0|0|0|0|SEWER_AND_WATER|M||Rock/Reed|1
1|0|0|0|0|0|0|SF_TYPE|A||Detached|0
1|0|0|0|0|0|0|SF_TYPE|B||Attached|0
1|0|0|0|0|0|0|SF_TYPE|C||Mobile Home|0
1|0|0|0|0|0|0|SF_TYPE|D||Farm|0
1|1|1|1|1|0|0|SHORT_SALE_LENDER_APP_REQD|N||No|1
1|1|1|1|1|0|0|SHORT_SALE_LENDER_APP_REQD|U||Unknown|1
1|1|1|1|1|0|0|SHORT_SALE_LENDER_APP_REQD|Y||Yes|1
0|0|0|0|1|0|0|SITE_CONDITION|A||Dry|0
0|0|0|0|1|0|0|SITE_CONDITION|B||Level|0
0|0|0|0|1|0|0|SITE_CONDITION|C||Open|0
0|0|0|0|1|0|0|SITE_CONDITION|D||Slope|0
0|0|0|0|1|0|0|SITE_CONDITION|E||Wet|0
0|0|0|0|1|0|0|SITE_CONDITION|F||Wood|0
0|0|0|0|1|0|0|SITE_CONDITION|G||Improved|0
0|0|0|0|0|0|1|SMOKING_ALLOWED|N||No|0
0|0|0|0|0|0|1|SMOKING_ALLOWED|U||Unknown|0
0|0|0|0|0|0|1|SMOKING_ALLOWED|Y||Yes|0
0|0|0|0|1|0|0|SPACE_AVAILABLE|A||For Sale|0
0|0|0|0|1|0|0|SPACE_AVAILABLE|B||For Lease|0
0|0|0|0|1|0|0|SPACE_AVAILABLE|C||For Sale/Lease|0
0|0|0|0|1|1|0|SPECIAL_FINANCING|N||No|0
0|0|0|0|1|1|0|SPECIAL_FINANCING|U||Unknown|0
0|0|0|0|1|1|0|SPECIAL_FINANCING|Y||Yes|0
0|0|0|0|0|1|0|SPECIAL_LICENSES|A||Yes|0
0|0|0|0|0|1|0|SPECIAL_LICENSES|B||No|0
0|0|0|0|0|1|0|SPECIAL_LICENSES|C||Other (See Remarks)|0
0|0|0|0|0|1|0|SPECIAL_LICENSES|D||Unknown|0
0|0|0|0|1|0|0|SPRINKLERS|N||No|0
0|0|0|0|1|0|0|SPRINKLERS|U||Unknown|0
0|0|0|0|1|0|0|SPRINKLERS|Y||Yes|0
1|1|1|0|0|0|1|SQUARE_FEET_SOURCE|AP||Appraiser|1
0|1|0|0|0|0|1|SQUARE_FEET_SOURCE|FC||Field Card|0
0|1|0|0|0|0|1|SQUARE_FEET_SOURCE|MD||Master Deed|0
1|1|1|0|0|0|1|SQUARE_FEET_SOURCE|MS||Measured|1
1|1|1|0|0|0|1|SQUARE_FEET_SOURCE|OT||Other|1
1|1|1|0|0|0|1|SQUARE_FEET_SOURCE|OW||Owner|1
1|0|1|0|0|0|0|SQUARE_FEET_SOURCE|PR||Public Record|1
0|1|0|0|0|0|1|SQUARE_FEET_SOURCE|UP||Unit Floor Plan|0
1|1|1|1|1|1|1|STATUS|ACT|ACT|Active|1
1|1|1|1|1|1|1|STATUS|BOM|BOM|Back on Market|1
1|1|1|1|1|1|1|STATUS|CAN|CAN|Canceled|1
1|1|1|1|1|1|1|STATUS|EXP|EXP|Expired|1
1|1|1|1|1|1|1|STATUS|EXT|EXT|Extended|1
1|1|1|1|1|1|1|STATUS|KIL|KIL|Killed|1
1|1|1|1|1|1|1|STATUS|NEW|NEW|New|1
1|1|1|1|1|1|1|STATUS|PCG|PCG|Price Change|1
1|1|1|1|1|1|1|STATUS|RAC|RAC|Reactivated|1
1|1|1|1|1|1|1|STATUS|RNT|RNT|Rented|1
1|1|1|1|1|1|1|STATUS|SLD|SLD|Sold|1
1|1|1|1|1|1|1|STATUS|UAG|UAG|Under Agreement|1
1|1|1|1|1|1|1|STATUS|WDN|WDN|Temporarily Withdrawn|1
1|0|0|0|0|0|0|STYLE|A|COLN|Colonial|0
0|1|0|0|0|0|0|STYLE|A||Detached|0
0|0|0|0|0|0|0|STYLE|A||Single Wide|1
0|0|0|0|0|0|0|STYLE|B||Double Wide|1
1|0|0|0|0|0|0|STYLE|B|GARR|Garrison|0
0|1|0|0|0|0|0|STYLE|B||Townhouse|0
1|0|0|0|0|0|0|STYLE|C|CAPE|Cape|0
0|1|0|0|0|0|0|STYLE|C||Rowhouse|0
0|0|0|0|0|0|0|STYLE|C||Historical|1
0|0|0|0|0|0|0|STYLE|D||Modified|1
1|0|0|0|0|0|0|STYLE|D|CONT|Contemporary|0
0|1|0|0|0|0|0|STYLE|D||Garden|0
0|1|0|0|0|0|0|STYLE|E||Half-Duplex|0
1|0|0|0|0|0|0|STYLE|E|RANC|Ranch|0
0|0|0|0|0|0|0|STYLE|E||W/ Addition|1
0|0|0|0|0|0|0|STYLE|F||Walk-out|1
0|1|0|0|0|0|0|STYLE|F||Hi-Rise|0
1|0|0|0|0|0|0|STYLE|F|RRAN|Raised Ranch|0
0|1|0|0|0|0|0|STYLE|G||Mid-Rise|0
1|0|0|0|0|0|0|STYLE|G|SPLT|Split Entry|0
0|0|0|0|0|0|0|STYLE|G||Other (See Remarks)|1
0|1|0|0|0|0|0|STYLE|H||Low-Rise|0
1|0|0|0|0|0|0|STYLE|H|VICT|Victorian|0
0|0|0|0|0|0|0|STYLE|H||Floating Home|1
0|0|0|0|0|0|0|STYLE|I||Houseboat|1
0|1|0|0|0|0|0|STYLE|I||2/3 Family|0
1|0|0|0|0|0|0|STYLE|I|TUDR|Tudor|0
0|1|0|0|0|0|0|STYLE|J||Brownstone|0
1|0|0|0|0|0|0|STYLE|J|GAMB|Gambrel /Dutch|0
1|0|0|0|0|0|0|STYLE|K|ANTQ|Antique|0
0|1|0|0|0|0|0|STYLE|K||Courtyard|0
1|0|0|0|0|0|0|STYLE|L|FARM|Farmhouse|0
0|1|0|0|0|0|0|STYLE|L||Motel/Cottage/Efficiency|0
0|1|0|0|0|0|0|STYLE|M||Other (See Remarks)|0
1|0|0|0|0|0|0|STYLE|M|SALT|Saltbox|0
1|0|0|0|0|0|0|STYLE|N|COTT|Cottage|0
0|1|0|0|0|0|0|STYLE|N||Loft|0
1|0|0|0|0|0|0|STYLE|O|BUNG|Bungalow|0
0|1|0|0|0|0|0|STYLE|O||Attached|0
1|0|0|0|0|0|0|STYLE|P|OTHR|Other (See Remarks)|0
1|0|0|0|0|0|0|STYLE|Q|MULTI|Multi-Level|0
1|0|0|0|0|0|0|STYLE|S|LOG|Log|0
1|0|0|0|0|0|0|STYLE|T||Front to Back Split|0
1|0|0|0|0|0|0|STYLE|U||Lofted Split|0
1|0|0|0|0|0|0|STYLE|V||Greek Revival|0
1|1|0|0|0|0|0|STYLE|W||Shingle|0
0|1|0|0|0|0|0|STYLE|X||Duplex|0
1|1|1|1|1|1|0|SUB_AGENCY_OFFERED|N||No|1
1|1|1|1|1|1|0|SUB_AGENCY_OFFERED|Y||Yes|1
0|0|0|0|1|0|0|SUB_DIVIDABLE|N||No|0
0|0|0|0|1|0|0|SUB_DIVIDABLE|P||Possible|0
0|0|0|0|1|0|0|SUB_DIVIDABLE|U||Unknown|0
0|0|0|0|1|0|0|SUB_DIVIDABLE|Y||Yes|0
0|0|0|0|1|0|0|SUBLET|N||No|0
0|0|0|0|1|0|0|SUBLET|Y||Yes|0
0|0|0|0|1|0|0|SURVEY|N||No|0
0|0|0|0|1|0|0|SURVEY|U||Unknown|0
0|0|0|0|1|0|0|SURVEY|Y||Yes|0
0|0|0|0|0|1|0|SYSTEM|A||Telephone|0
0|0|0|0|0|1|0|SYSTEM|B||Security|0
0|0|0|0|0|1|0|SYSTEM|C||Security Lights|0
0|0|0|0|0|1|0|SYSTEM|D||Wet Sprinkler|0
0|0|0|0|0|1|0|SYSTEM|E||Dry Sprinkler|0
0|0|0|0|0|1|0|SYSTEM|F||Conveyor|0
0|0|0|0|0|1|0|SYSTEM|G||None|0
0|0|0|0|0|1|0|TENANT_EXPENSES|A||Taxes|0
0|0|0|0|0|1|0|TENANT_EXPENSES|B||Taxes over Base|0
0|0|0|0|0|1|0|TENANT_EXPENSES|C||Heat|0
0|0|0|0|0|1|0|TENANT_EXPENSES|D||Air Conditioning|0
0|0|0|0|0|1|0|TENANT_EXPENSES|E||Electric|0
0|0|0|0|0|1|0|TENANT_EXPENSES|F||Sewer|0
0|0|0|0|0|1|0|TENANT_EXPENSES|G||Water|0
0|0|0|0|0|1|0|TENANT_EXPENSES|H||Insurance|0
0|0|0|0|0|1|0|TENANT_EXPENSES|I||Janitorial|0
0|0|0|0|0|1|0|TENANT_EXPENSES|J||Trash Service|0
