ID|NAME|PHONE
NB3396|Richard S. Harold|617-6504110
NB3398|ELS Sonnabend Realty, Inc.|617-2972589
NB3399|Hicks Realty|978-5900123
NB3401|Steven C. Kiernan|781-8788487
NB3402|Naatz Law Office|413-5631517
NB3404|Seth I. Rubinson Attorny Broker|617-5714774
NB3405|Mitchell Realty|508-5586776
NB3407|1st Call Real Estate|413-4332011
NB3408|Bill R. Nolan|978-4683835
NB3409|Shepherd Realty - Medford|781-6654779
NB3410|New England Real Estate Services|978-4480661
NB3411|Lugo & Associates Real Estate|617-4076971
NB3412|Prime Management|781-8911888
NB3413|Homeport Realty|508-7480005
NB3415|Andrade Associates|508-4270026
NB3417|Oakhurst Realty|617-4623823
NB3418|Brennan Company|781-8012198
NB3419|Carla Gracey|617-5245254
NB3420|Guardian Realty Group|781-2499964
NB3422|Law Office of Gary H. Kreppel|508-8201150
NB3424|Phyllis Santullo|781-2721071
NB3425|Craig J. Celli|781-8209347
NB3426|David S. Ham|617-9902488
NB3427|IMG|508-6773045
NB3428|Winslow & Associates|781-3446572
NB3429|Green Light Realty|781-2339939
NB3430|Fisher Realty|781-2676337
NB3431|Capital One Ventures|508-2651092
NB3432|Provest Real Estate|781-5079507
NB3433|Lamarre Realty & Associates|617-9057336
NB3434|MeetingHouse Appraisals|617-8284127
NB3437|Seaglass Realty|508-6552259
NB3438|Connect Plus Realty|781-2670038
NB3439|Portside Real Estate|781-8312681
NB3441|Lynne B. Schwandt|781-3836299
NB3442|Hoffman Realty|508-8018930
NB3443|David Zak|617-8174582
NB3444|James Fenton|978-5014123
NB3445|Alice E. Sambol|603-4906265
NB3446|Aaron Stephenson|508-9825820
NB3448|ADELPHIA REALTY|617-8685451
NB3449|Professional Advantage Financial Group, Inc.|800-8095626
NB3450|Taylor Realty & Consulting|508-4721048
NB3451|Real Estate Solutions|617-5055112
NB3453|Margo Reder|617-4847820
NB3454|Symple Real Estate|617-8680937
NB3455|Jesse R. Moore|617-4482397
NB3456|GKR Residential|617-2687600
NB3457|Real Estate Office of George Burman|508-3376699
NB3458|Admore Realty|617-2695922
NB3459|Pure Vision Realty|617-5675512
NB3460|The Global Real Estate Group|978-6584952
NB3461|Brookline Realty Group|617-6864467
NB3462|JMF Real Estate Services|508-6600196
NB3463|Silva Realty|617-6669977
NB3464|Mary B. Kuusisto|617-5269760
NB3466|M & C Metrowest Realty, LTD|781-4446036
NB3467|JC Realty|617-2851863
NB3468|1 Stop Realty Enterprises|978-2261149
NB3469|Ucanlist.com|617-9254007
NB3470|Richard Maggio|781-9531640
NB3471|HolmQuest Realty|617-5493567
NB3472|Harold Realty Group|617-6504110
NB3473|Victor Azer|978-6187293
NB3474|Planet Realty|508-7332201
NB3475|Peter M. Macy|617-7429310
NB3476|Law Office of Christopher Cifuni|781-2290073
NB3477|Padilla Realty|617-2578820
NB3478|Padilla Realty|617-2578820
NB3479|Brooks & Crowley|781-2510555
NB3480|My Home Realty|617-4424201
NB3481|Tine Property Group|401-3969002
NB3482|Central Realty|617-6299800
NB3483|Jeffrey N. Saviano|508-9442449
NB3484|Mildred N. Phillips,Attorney at Law|617-6243800
NB3485|Towne Realty|413-2970890
NB3486|RELooks|978-6869823
NB3487|Commercial Solutions|617-9240030
NB3488|Bedrock Properties|978-9225479
NB3490|Jim Moy Realty|617-7719919
NB3491|Wilson Williams|781-9874067
NB3492|Mustin Real Estate|617-8183665
NB3493|Garrity Realty|617-3076071
NB3494|R H Residential Appraisals|508-9953783
NB3496|Lyndsey Sennott|617-9888008
NB3497|Rolls Realty, Inc.|617-7872777
NB3498|Tara P. O'Brien|508-2943632
NB3499|Fairbank Realty|978-3237880
NB3500|Artisan Properties|617-2064777
NB3501|Law Office of Anthony J. Arena|617-4170676
NB3502|Pearl Real Estate Services|413-2228067
NB3503|Jennifer L. Barnett|617-6804265
NB3504|Law Offices of Stephen Paul Rahavy|617-4510700
NB3505|Pevzner Realty|781-2091443
NB3506|ERCS Appraisal Corp.|978-9880900
NB3507|P. Lehtola & Co.|508-6978926
NB3508|Professional Business|781-6654911
NB3510|Gregg Paciulli|781-6089812
NB3511|Vitruvius Realty|617-8392093
NB3512|Toomey Real Estate|508-3406999
NB3513|Spring Pond Realty|978-7179060
NB3515|LaVita Real Estate Services|978-8045998
NB3516|Trista R. Worthley|978-7410033
NB3517|Advanced Real Estate Consultants|413-4788200
NB3518|Erica M. Foskett|617-5483289
NB3519|William Pitt Real Estate|860-6511880
NB3520|Trust Realty One|781-4447777
NB3521|MetroBoston Realty Group, Inc|617-6634900
NB3522|Metronorth R.E. & Development|781-3544879
NB3523|Philip R. Layne|508-7282912
NB3524|Vilma Dassoni Realty|508-9512968
NB3525|The Summit Capital Investment Group|508-7590039
NB3526|Windover Realty, LLC|978-5269410
NB3527|Global Investment Group Inc.|617-8174582
NB3528|J. J. Wood Company|978-2829632
NB3529|David Mahoney|603-5019029
NB3530|AJC Management|617-5196623
NB3531|Tambone Commercial Real Estate, Inc.|781-2862860
NB3532|James W. Bowen,Attorney at Law|617-4162923
NB3533|Maryann  Ovesen|617-3231087
NB3534|Redfin Corp.|877-9733346
NB3535|Dream Properties Enterprises|617-3229400
NB3536|Integrity Realty Partners, LLC|617-9477035
NB3537|Frank Macdonald Real Estate|617-9538064
NB3538|Roberta F. Sawyer|781-9346181
NB3539|RJC Properties, LLC|978-5688868
NB3540|KB Realty, LLC|508-5606245
NB3541|Andartis Properties|781-2941314
NB3542|Christopher Marseilles|617-5718336
NB3543|Sea View Realty|617-5670170
NB3544|Trademark Realty|978-9371700
NB3545|Blue Water Realty|508-7582403
NB3546|Lance I. Layne, Esquire|978-7447003
NB3547|Mary B. Kernan|617-8510274
NB3548|Glenn E. Mauk|508-6361343
NB3549|Columbia Real Estate Advisors|617-2332523
NB3550|David A. Wilson|617-5900152
NB3551|Dennis Cawley|781-3679841
NB3552|Raymond C. Loughlin|508-5092652
NB3554|Curtin Real Estate|781-8933300
NB3555|Swenson Realty|617-5100220
NB3556|David Zaltas|508-6531717
NB3557|Nelson Realty Connection|978-6210626
NB3558|Primetime Communities Peabody II|800-6444177
NB3559|Law Offices of Brian F.Mahoney|781-8280083
NB3560|McManus Associates|508-8330779
NB3561|HCA Realty|617-5922573
NB3562|It's Your Home Realty|781-9614747
NB3563|The Emerald Key Real Estate, LLC|508-6171726
NB3564|Gregory  Agganis|617-2570190
NB3565|Carolyn Ringel|774-8934037
NB3566|Holm's Homes|508-2954143
NB3567|P & T Realty Company|617-3470730
NB3568|Yohannes Sahlu|617-4621732
NB3569|Century 22 Real Estate|781-9612459
NB3570|Baar Realty Advisors|781-7404494
NB3571|Town & Country Properties|508-8888053
NB3572|James H. Kerrigan|781-5729515
NB3573|Roman Narovlansky|617-2545001
NB3574|Kenneally Realty Brokerage|617-2859099
NB3575|KMC Real Estate|617-4804697
NB3576|Willowbend Real Estate|508-5395200
NB3577|Bayrock Realty|800-5950588
NB3578|Patriot Nation Realty|617-3272939
NB3579|Keller Williams Realty of Newport|401-8459200
NB3580|Logic Realty Group, Inc.|413-7311111
NB3581|The Quantum Group Inc.|508-8226900
NB3582|Holly Rogers|978-2839592
NB3583|Standard of Excellence Realty|781-7791562
NB3584|Fenton Real Estate|978-5014123
NB3585|Hampton Real Estate|508-2382965
NB3586|Barbera Real Estate|781-3301404
NB3587|Edward M. Clancy Real Estate|617-3276671
NB3589|Real Solutions|617-4133453
NB3590|Bowdoin Square Realty Group|617-8488076
NB3591|TC Sweeney Real Estate|617-8251210
NB3592|RE/MAX Premier Associates|617-5367777
NB3593|Corcoran Brokerage|617-6575199
NB3594|Gordon Real Estate|508-3703333
NB3595|Market My Property, LLC|603-6694800
NB3596|J.L. Finch Real Estate|508-8733550
NB3597|Access Realty Group, Inc.|508-3312269
NB3598|MatchOne Real Estate|781-9646034
NB3599|Boston City Properties|617-2471933
NB3600|The Ferry Group Real Estate|617-4271156
NB3601|William H. Foss, Jr.|978-6609623
NB3602|Chapin Properties Team, Ltd|617-7351500
NB3603|Paul Marasco|978-8154330
NB3604|Peter D. Stahl|617-3928881
NB3605|Mount Vernon Proprietors, Inc.|617-2361169
NB3608|City of Fall River|508-3242300
NB3609|Woodgate Realty|978-7790119
NB3610|Ideal Real Estate|781-7243270
NB3611|Marcia T. Farwell Real Estate|603-6734786
NB3612|The Real Estate Bank|781-8572700
NB3613|Executive Realty|617-5320652
NB3614|Robert Meshel|508-8759004
NB3615|Millennium Partners-Boston|617-4510300
NB3616|The Hastings Companies|781-7408700
NB3617|KEFG Realty Associates|617-9260808
NB3618|WES Real Estate Advisors|781-8488401
NB3619|Frontier Properties, Inc.|978-4304419
NB3620|Better Homes Realty|978-4703000
NB3621|Precise Realty, LLC|617-7826700
NB3622|Court Lane|978-3180930
NB3623|Barry D. Sneirson|508-8812321
NB3624|Boston Premier Properties|617-9344111
NB3625|Bodwell Pines Corp.|508-6510700
NB3626|Xing Zhang|508-9809130
NB3627|Simcox Appraisal|978-3887242
NB3630|Williamson Partners, LLC|617-6801108
NB3631|Benchmark Executives|978-6860300
NB3632|Accelerated Marketing Partners|617-5236100
NB3633|Previte Real Estate and Investments, Inc.|781-3735566
NB3634|Jubliee Properties|978-3972098
NB3635|Pulgini & Norton|781-8432200
NB3636|Northeast Site Realty|508-3314979
NB3637|Jillian L. Erdos|617-2421460
NB3638|Asaph Real Estate Services|617-4131863
NB3639|Classic House Real Estate|781-8644360
NB3640|Suburban Residential Real Esta|781-3162003
NB3641|Robyn Davis Szewczyk|413-5367364
NB3642|Thomas Hefele|914-5487273
NB3643|Segura & Company|617-2931287
NB3644|M.O.D. Real Estate|508-3414188
NB3645|Kimberly Brooks Poirier|617-8277957
NB3646|Kendall Quinn Realty|617-7631500
NB3647|Full Spectrum Realty Group, Inc.|617-6801208
NB3648|Sakellarios & Associates|603-6691663
NB3649|Rockport National Bank|978-5463411
NB3650|Sunward Real Estate|978-7665283
NB3651|David H. Farrag|781-3839979
NB3652|DRT Realty|617-9055872
NB3653|Romy Realty|617-5175065
NB3656|CMS Realty|781-8209023
NB3657|Annmarie F. Conner, RE|781-4491619
NB3658|Reworld Real Estate|508-9809130
NB3659|House Solutions|978-6152756
NB3660|Global Realty|781-6431030
NB3661|Cynthia Navarro|978-6600376
NB3662|Godino & Co.|617-9654200
NB3663|Gerard O. Jodrey|617-6963842
NB3664|Agenzia Real Estate, LLC|617-9735070
NB3665|Longwood Towers|617-9752880
NB3667|Conrad E. Rousseau III|781-6390047
NB3668|P. Daniel Realty|617-4293352
NB3669|Common Wealth Realty Services|617-7774331
NB3670|David A. Bright|617-4910417
NB3671|Real Estate Office of Bruce Ebersman|978-6496500
NB3672|Roberts Real Estate Group|617-7341400
NB3673|Tilton Realty|781-4532536
NB3674|Jonathan P. Olsson Realty|203-5616936
NB3675|Middlesex Realty Group|617-7211773
NB3676|WMG Realty Group|617-2901285
NB3677|Distinctive Realty Group, Ltd|508-9965800
NB3678|Anne Sawyer Realtor|508-2210300
NB3679|Prime Time Communities - West Newbury|800-8400598
NB3680|Trust Realty Group|617-3611100
NB3681|24/7|617-7808779
NB3682|Christopher Brennan Real Estate|781-9292278
NB3683|Regina Properties|617-3207240
NB3684|North Shore Investment Group|617-4161086
NB3685|Mary C. Chen|617-8325028
NB3686|Law Office of Jonathan P. Ash|781-4255050
NB3687|Thomason Real Estate Services|617-7105674
NB3688|Kawus Realty|617-8428727
NB3689|Snug Harbor Real Estate|781-8491470
NB3690|Premiere Realty Services|508-7903800
NB3691|Robert D. Allen|978-4799097
NB3692|Khan Services|617-5620000
NB3693|Donovan Real Estate|413-6673292
NB3694|Resort Properties|800-8104370
NB3695|Essex Realty Group|978-6835025
NB3696|Ferland Real Estate|508-9892337
NB3697|Optbridge Realty|617-9054888
NB3698|Maria F. Vidano|781-8671894
NB3699|Michael Werman|413-9772293
NB3700|Rachael Burger|617-6204940
NB3701|Pine Realty Group|978-9024588
NB3702|Michael Zenga|617-6257700
NB3703|Colin Palmer|978-2568643
NB3704|The Atlantica|781-2862860
NB3706|Alf Silva Real Estate|978-6216030
NB3707|Dmitry Nikolayev|508-3444870
NB3708|Paul K. Daley & Associates|781-9254006
NB3709|Kenneth Z. Slater|617-5571799
NB3710|Lincoln Property Co.|617-9514147
NB3711|Liberty Title & Brokerage|978-4682944
NB3713|Matthew Pakiela|508-5411072
NB3714|Peter Y Flynn|617-5364160
NB3715|Anzalone Realty|617-3671300
NB3716|Nisha Mehta|617-2856772
NB3717|Jason V. Fox|339-2067423
NB3718|Credentials Realty|617-9383407
NB3819|Albert B. Tranquillino|617-9748117
NB3820|Accord Services Corp.|508-6363211
NB3821|Realty AAA|617-2857875
NB3822|Peter T. Clark|508-3392211
NB3823|Law Office of Brad A. Phillips|978-8844823
NB3824|SilvermanSells|617-2820287
NB3825|Frank N. Gaeta|617-4700131
NB3826|Elizabeth A. Spencer|978-2571029
NB3827|Law Offices of Joshua L. Goldstein|617-7220005
NB3830|Thomas S. Hennerty|781-4433733
NB3831|Boston Condo Group|781-2641605
NB3832|Angela L. Rapko|617-2309797
NB3833|Spy Realty|617-8309870
NB3835|D & P Realty|617-6665400
NB3836|Santina F.Gerber Attorney at Law|508-9231017
NB3837|Jonathan Simon|617-2563567
NB3838|Skyview Boston|857-9982282
NB3840|Office of Steven W. Maggiacomo|781-9748451
NB3841|Bluefin Realty|617-4184204
NB3842|CMN and Associates|781-3727221
NB3843|Hackney Realty Group|781-8880254
NB3844|Wellesley Real Estate Advisors|781-2391187
NB3846|North Shore Realty Assoc.|781-3213800
NB3847|Lou Bielinki|508-5605324
NB3848|Greenstein Real Estate|617-5436258
NB3849|Gorette C. Nunes|973-9780758
NB3850|The Ross Group|617-4299615
NB3851|Hebshie Real Estate|508-5841213
NB3852|Mike Trabulsie|781-2499555
NB3853|GC Realty Group|617-2872200
NB3854|Mark P. Daly|617-2905074
NB3855|Thomas Flynn|978-8510608
NB3856|Panoramic Properties|617-9475573
NB3857|Galvin Structures|617-7709131
NB3858|South Coast Realty Associates|781-3404460
NB3859|Ballyhoo Real Estate|617-4364412
NB3860|Paul D. Adler Real Estate|508-6453462
NB3861|Riverfront REALTORS|857-4450200
NB3862|TaeMac Realty, Inc.|617-5066527
NB3863|E.M. Flynn Associates|617-4619626
NB3864|Perkins & Baskin Realty, Inc.|781-9303111
NB3865|Ross Monahan Real Estate|781-8611009
NB3866|Carlos Medeiros|617-7440488
NB3867|Riptide Properties|978-4764050
NB3868|Doreen M. Tudino|401-3398055
NB3869|The Law Offices of Peter Gizzi|781-3466500
NB3870|The Bentley Group|978-6584952
NB3871|New England Real Estate Partners|888-8862055
NB3872|Casten Associates|781-4052648
NB3873|Viner Real Estate|508-8214433
NB3874|MADISCOUNT REALTY|617-6159637
NB3875|Burke Realty Partners|781-8481404
NB3876|Wychmere Shores Realty|508-4321000
NB3877|Claire Murphy|781-9016243
NB3878|Harvard Auctioneers Co.|617-8170462
NB3879|Stephen S. Keneally|617-8384648
NB3880|Bristol Realty Group|781-9134876
NB3881|LLL Real Estate|617-7712668
NB3882|Cornerstone Real Estate Brokerage|617-3063954
NB3883|Wei Jie Realty Group Corp.|603-5688412
NB3884|Prime Time Communities - Amherst|888-2533903
NB3885|Christian Koulichkov|617-3353940
NB3886|Regal Real Estate|413-8632992
NB3887|Stephen Denson|857-2251550
NB3889|Dessert Realty Group|413-6688367
NB3890|Kellerman Real Estate, Inc.|617-2029227
NB3891|William Sommer|617-2771054
NB3892|Capital Asset Realty|617-3887734
NB3894|Harrison Properties|617-3330088
NB3895|Thomas Kane|413-5663120
NB3896|Joshua Lee Smith|508-4503792
NB3897|PW Real Estate|617-2013046
NB3898|Felicity F. Tuttle|781-6254045
NB3899|Dominic L. Blue|617-8773139
NB3900|Teel Realty|617-7893944
NB3901|Four Seasons Real Estate|508-6620712
NB3902|New Options Real Estate|978-8789586
NB3903|Bazinet Realty|508-9430667
NB3904|Romy Realty|508-5623776
NB3905|BOIEN|617-4483333
NB3906|Your Hometown Realty|508-3998002
NB3908|McCarthy Realty Group, Inc.|413-5250000
NB3909|N.O.W. Development & Realty Group|617-4353410
NB3910|Petronella R. M. Allen RE|978-3691001
NB3911|Carlos Quintero Real Estate|617-9339831
NB3912|HomeMax Realty, Inc.|617-8338856
NB3913|Pesce Properties|781-3336350
NB3914|Global Investment Group|617-8287378
NB3915|Boston Green Realty|617-2623075
NB3916|Rosemary A. Macero|617-2421252
NB3917|J & J Realty|978-5900123
NB3918|Donald P. Hart|781-9861978
NB3919|Svetlana Moldavskiy|617-5664730
NB4020|Absolute Real Estate Advantage|888-7289990
NB4022|Giulliano Noriega|617-4298078
NB4023|Metro Padz Real Estate|508-7995944
NB4024|JD Realty|508-8823940
NB4025|Presidential Properties|857-3627306
NB4026|Conquerors Realty|617-2884222
NB4027|Nasrene Phaneuf|617-7678789
NB4028|Gallagher Brokerage|617-9571089
NB4029|Abbett Real Estate|508-5646757
NB4030|Fedele & Riccio Realty|617-6333659
NB4032|Metropolitan Properties|617-4620844
NB4034|Bill Lau|617-8347775
NB4035|Amy M. Frisella|508-3475393
NB4036|Martin & Sons Appraisers|413-6262529
NB4038|Daniel P. Finkelman|617-5269755
NB4039|D.C. Development Group|774-8363657
NB4040|Atlantica Limited Partnership|781-2862860
NB4041|A. Paul Cravedi|617-4541000
NB4043|Jennifer DiCarlo|781-5489999
NB4044|Bay State Properties Network|978-2659226
NB4045|Holly Marcione-Castro|508-4969020
NB4046|Ocean Real Estate|781-3674477
NB4047|O'Brien Commercial Properties, Inc|508-4818200
NB4048|Apricot Realty|617-2444904
NB4049|Gately Appraisals LLC|978-8087806
NB4050|Coastal Realty Development, LLC|774-8495691
NB4051|Rivard Real Estate & Managemen|508-3804900
NB4052|Real Pro Network|508-5877400
NB4053|Alan Mitchell|617-7770271
NB4055|Marin A. Samuels|617-4371623
NB4056|Chagnon Appraisal|603-8675737
NB4061|Timothy R. Devik|508-2248853
NB4062|Commonwealth Legacy Properties, LLC|781-8019979
NB4063|JMS Realty|617-3044933
NB4064|Diane M. Dubina|978-3524003
NB4065|Mark A. Meltz|617-3010835
NB4066|Canoni Realty|508-6415572
NB4067|1st National Realty|401-4378988
NB4068|Beautiful Interiors|508-8424961
NB4069|K & D Realty Group|617-3195049
NB4070|Segura & Company Real Estate & Property Management|617-2931287
NB4071|Sharon Gardiner Real Estate|617-2409345
NB4072|Bos Real Estate|617-7671335
NB4073|Skye Real Estate|781-3405521
NB4075|Capital Realty and Development|508-5644000
NB4076|Kylie Real Estate|508-9169770
NB4077|Richard R. Huffam, II|617-8270999
NB4078|Demars Realty, LLC|781-4240665
NB4079|R.J. Kelly Company|781-2722899
NB4080|The Federated Companies|800-5237137
NB4081|Salzberg Real Estate|401-7626430
NB4082|Russell Cook Realty|508-4494031
NB4083|Michael Xifaras|617-3149062
NB4084|Go - Fast Realty|413-6420961
NB4085|Hellene & Company, L.P.|800-5338070
NB4086|Sprocket Realty|617-6806379
NB4087|Partners Realty Group|508-5863044
NB4088|Pro Acquisitions Realty|508-7373061
NB4089|Kathleen Schatz|617-5105554
NB4090|Genex Realty|857-2048284
NB4091|Flagstone Realty Group|617-5004091
NB4092|Jeffrey D. Sill, Broker|781-8263311
NB4093|SJ Martin Consulting|617-2838499
NB4094|PVG Real Estate Brokerage & Construction|508-7474784
NB4095|Smith & Smith Real Estate|781-9569542
NB4096|DSCRE|617-8164429
NB4097|Karen Disidoro|617-8645116
NB4098|Mary Forde|617-8233146
NB4099|Robert J. Cacici|617-4707045
NB4100|Padula Real Estate|508-5280798
NB4101|Integrity Realty|413-5681234
NB4102|Mitchell Realty|617-7923951
NB4103|Flat Fee Assist|866-7197253
NB4104|Nguyet T. Lam|617-2837806
NB4105|Maria Van Realty Services|781-6083324
NB4106|Intervale Associates|781-9423663
NB4107|Suffolk Realty|781-7752100
NB4108|Cottage Hill Real Estate, LLC|857-8163373
NB4109|BuyinBoston@aol.com|617-5925724
NB4110|Avenue and Street|781-2668974
NB4111|Open Door Real Estate|781-2519056
NB4112|Continental Real Estate|781-8497929
NB4113|Value Property Investment|617-8772051
NB4114|Advanced Appraisal Associates|617-2445668
NB4115|Freeman Realty Associates, Inc|781-9444000
NB4116|Bristol Pacific Homes|508-6779234
NB4117|Forsley Real Estate|978-4531011
NB4118|Flaherty Realty|857-2579081
NB4119|Portafortuna Inc.|617-7509775
NB4120|The Mariano Company, LLC|781-8589408
NB4121|Scott M. Taylor|617-9701228
NB4122|Office of Paul Burgess|617-2859358
NB4123|Truman Realty|617-9246000
NB4124|Ann-Marie Moulton Realty|617-4896259
NB4125|Fulton Street Capital|617-3350140
NB4126|Exit Realty Beatrice Associates|978-7773948
NB4127|New Generation Properties|781-3889000
NB4128|Realty Experts, LLC|888-2229030
NB4129|Boston Residential Realty|617-2667368
NB4130|Best Realty|781-8356305
NB4131|Ken Pitman Real Estate|781-8205225
NB4132|Kendin Carr|617-6780246
NB4133|James Marcora Realty|978-3623572
NB4134|MAK Real Estate Assoc.|413-7463369
NB4135|Emmanuel Meimaris|617-4418100
NB4136|Common Cents Realty|617-3594880
NB4137|Jesse Cohen Realty|508-8798489
NB4139|Steven L. Cicatelli|781-4384060
NB4140|Paul AuCoin|781-3407500
NB4141|inSegment|617-5951197
NB4142|Lion's Den Realty|617-6805950
NB4143|CSM Realty Group, Inc.|781-3085469
NB4145|Real Estate Equity Consulting|617-3275193
NB4147|Gary Noteware|617-7998000
NB4148|Buyers Edge Realty|617-7191111
NB4149|Lee, Kennedy and Associates|508-9825820
NB4150|Britney Place Condominiums|617-3810022
NB4151|John E. Sweeney|781-3893895
NB4152|Strictly - Rentals & Sales|978-7107069
NB4153|Garnett Properites|508-2305000
NB4154|Law Office of Douglas M. Mercurio, P.C.|978-2763100
NB4155|Law Office of Richard P. Howe|978-4549167
NB4156|Morton Park Real Estate Services|617-8342137
NB4157|Nextpoint Properties|866-7573557
NB4158|S and S Realty Services|978-4791895
NB4159|Maria I. Dunn|781-4065014
NB4160|Marcus & Millichap Real Estate|781-2549728
NB4161|MLSAGENTSONLY.COM|978-6644709
NB4163|Anthony R. Ellison|617-2652700
NB4164|Creative Realty Group|781-2453900
NB4165|Genevieve K. Reagan|781-4319667
NB4166|Bridges Realty|617-5492379
NB4167|Covenant Realty Associates, LLC|781-9630564
NB4168|John Lydon|617-8339807
NB4169|Movoto, Inc.|650-5560013
NB4170|Thomas Michael Hoffey, Jr.|508-7898835
NB4171|George Franco|617-9011050
NB4172|M.I.R. Realty|617-2540300
NB4173|Todd Cotter Realty|508-4392346
NB4174|Sage Real Estate|617-2514700
NB4175|Johnsonia Real Estate|978-3450211
NB4177|Peter Gaveras|781-7624450
NB4178|Lisa Lacombe|978-6181986
NB4179|Coastal Appraisal Service|508-6676462
NB4180|Creative Properties|617-4894300
NB4181|Panadorou Properties|508-8317262
NB4182|Donald J. DeMita|617-8512883
NB4183|Paul M. King|978-8515145
NB4184|Flow Realty, Inc.|781-7208236
NB4185|Jampa Blue Realty|781-8563731
NB4187|David L Lebwith|978-6648050
NB4188|Realty Executives, Prestige Pr|617-9647776
NB4189|The Sobran Group|781-7493311
NB4191|Long Ridge Associates|508-2029670
NB4193|Vast Capital Management|617-4923924
NB4194|Reliant Real Estate, Inc.|781-8269693
NB4197|Flathound Realty|617-3999907
NB4199|iRealty|857-2413817
NB4200|Signature Homes Realty Group|508-8458009
NB4201|Investment Advisory Services|617-6505007
NB4202|Sycamore Real Estate Group|508-2690775
NB4203|Acton Management|978-2632989
NB4204|Sportjock / Professional Mgt|617-6454434
NB4205|Donna L. Valanzola|508-9474500
NB4206|Mansard Commerical Properties|617-6742043
NB4207|Doug Gilmore|781-7104286
NB4208|S and H Realty|617-5046815
NB4209|W. Philip Rice|781-8443784
NB4210|Brigham Hill Realty|978-8551581
NB4211|Gates International Realty|978-8284970
NB4212|Raymond Nomizu|312-5933768
NB4213|Lion Pride Realty|888-2693502
NB4214|Bryan OBrien|781-8378359
NB4215|Edward A. Fish Associates|781-3801600
NB4217|E & A Realty|978-9654148
NB4218|Joseph E. Scibelli|781-7249969
NB4220|Greenhome Realty|617-6506481
NB4223|George P. Jeffreys Real Estate|978-4541225
NB4224|Access Realty & Associates, LLC|978-2971071
NB4225|Agenda Commercial Real Estate|781-6740163
NB4226|D.K.W. Realty Corp.|508-2384700
NB4227|Richard H. Aubin|978-4335554
NB4228|Team I.D. Realty|617-2400565
NB4229|Metro Cambridge Real Estate|617-8680033
NB4230|Jacob Realty|617-2364048
NB4231|Donald P. Quinn, P.C.|508-8300400
NB4232|Gloria Disney Isaac|508-7621340
NB4233|XL Realty|617-4477966
NB4234|Andrew R. Martin|617-5489507
NB4235|Torres Realty, LLC|508-6380848
NB4237|Residential Market Associates|508-6312997
NB4238|Property Professionals|413-8854485
NB4239|Matthew Pennino|617-8039874
NB4240|Results Real Estate Specialists Inc.|508-4364383
NB4241|John S. Haley|781-8357303
NB4242|Leale Realty|617-3311337
NB4243|Highland Homes Realty|617-5158331
NB4244|R & R Realty|978-8085049
NB4245|Shadow Lane Realty Group|508-2759125
NB4246|Red Rover Realty|857-4729206
NB4247|Linda M. Murphy|508-8648186
NB4248|Penrose Realty|617-6701171
NB4249|Tracy Theran|508-9549466
NB4250|Erin Bertrand Realty|617-9570475
NB4251|United Realty Solutions|617-6710930
NB4252|Adam J. Lewis|617-5713792
NB4253|Jacqueline A. Koch|508-5239966
NB4254|Philip C. Brown|774-2929799
NB4255|Richard Barry Joyce Partners, LLC|617-4396000
NB4256|Urban Realty Advisors|617-9606965
NB4257|Nancy Mclaughlin Real Estate|781-6084847
NB4258|Georges Realty Services, LLC|781-3504428
NB4260|Advantage Homes|781-6088274
NB4261|Rick Vallee|978-6601037
NB4262|APCO Real Estate Services|617-3934234
NB4263|The Lincoln Company R.E.|617-2021943
NB4265|Matthew Assia|617-6869551
NB4266|City Home Realty Group|413-2416305
NB4267|LTM Prime Properties|978-8159897
NB4268|Republic Properties|781-5453000
NB4270|Horan McLean Realty|508-9912216
NB4272|Allan F. Marble|508-9431919
NB4273|Dora Manghis|508-3350165
NB4274|Konstantinos Ligris|617-2741500
NB4275|Dowd Properties|617-6886998
NB4276|Mary Ann Saia|508-3333933
NB4277|David A. Silva Associates|978-4758822
NB4278|Sydney Real Estate|617-4429083
NB4279|Park Associates Real Estate, LLC|617-5233808
NB4280|Island Homes, USA|413-5862425
NB4281|Vantage Realty Partners|617-6208528
NB4283|Realty Assets, Inc.|617-2698700
NB4286|Lissa H. Patterson|312-3077633
NB4287|Land Brokers Realty|508-9512727
NB4289|North Shore Restaurant Group|978-5025872
NB4290|Ace Real Estate|781-7998780
NB4291|Victorian Realty Group|617-7194486
NB4292|Burke Realty|978-8074716
NB4293|New England Fine Homes Real Estate|413-3236777
NB4294|Best Choice Apartments-Shortill Realty, Inc.|617-3542000
NB4296|Mark Berry Real Estate Broker|781-7180634
NB4297|Red Beech Realty Trust|617-4135500
NB4298|Ece Paola|617-4171600
NB4299|Viscont and Company|617-8599399
NB4300|Cahillane Realty|413-3485849
NB4301|Keewaydin Blake|617-2665000
NB4302|John F. Edwards Realty|413-2539090
NB4303|Diane R. Berinson|978-4482753
NB4304|Keystone Consulting Group|508-6997777
NB4307|Steve Denson Real Estate|857-2251550
NB4308|Ruby Curtis Real Estate|781-9154110
NB4309|Holbrook and Company Real Estate Services|617-9338853
NB4310|Boston Real Estate Deals|617-5739505
NB4312|Betty J. Acquaviva|352-6036617
NB4313|Kinnane Group|508-6786673
NB4314|Susan Franke|508-4945950
NB4315|Bay State Associates|781-9303133
NB4316|Sandra Dawaliby Real Estate|603-8934161
NB4317|Steven Balas First Choice Properties|978-6189589
NB4319|Ruby Realty, LLC|617-5661443
